"name";"pk";"t"
"A1 85";52,7837192480038;1176,51250113905
"A1 59";49,7230186018428;1143,36222558659
"A1 90";57,5366302925813;1256,86551548862
"A1 79";27,9590463378164;1088,51103403209
"A1 92";59,7313666252163;1172,70285202411
"A1 51";57,7055126813041;1159,56462426365
"A1 52";55,2444737929808;1169,71486330775
"A1 88";55,2626493990939;1265,13934525168
